language,dataset,split,ipa_char,count
pt,bosque,dev,:,70
pt,bosque,dev,4,69
pt,bosque,dev,6,63
pt,bosque,dev,8,55
pt,bosque,dev,7,43
pt,bosque,dev,ũ,34
pt,bosque,dev,?,24
pt,bosque,dev,',22
pt,bosque,dev,;,19
pt,bosque,dev,%,18
pt,bosque,dev,$,18
pt,bosque,dev,/,18
pt,bosque,dev,ẽ,14
pt,bosque,dev,ẃ,13
pt,bosque,dev,ª,12
pt,bosque,dev,dʒ,8
pt,bosque,dev,ts,7
pt,bosque,dev,ĩ,6
pt,bosque,dev,!,5
pt,bosque,dev,pf,4
pt,bosque,dev,[,4
pt,bosque,dev,],4
pt,bosque,dev,º,3
pt,bosque,dev,ü,1
pt,bosque,dev,bv,1
pt,bosque,dev,̀,1
pt,bosque,dev,&,1
pt,bosque,test,ɐ,13782
pt,bosque,test,ɛ,12262
pt,bosque,test,o,10332
pt,bosque,test,s,7290
pt,bosque,test,i,6551
pt,bosque,test,ɾ,6501
pt,bosque,test,d,5916
pt,bosque,test,n,5761
pt,bosque,test,t,5288
pt,bosque,test,m,4539
pt,bosque,test,k,4273
pt,bosque,test,p,3214
pt,bosque,test,l,3012
pt,bosque,test,u,2645
pt,bosque,test,̃,2092
pt,bosque,test,ʃ,2065
pt,bosque,test,w,2027
pt,bosque,test,z,1675
pt,bosque,test,",",1564
pt,bosque,test,v,1496
pt,bosque,test,j,1218
pt,bosque,test,a,1192
pt,bosque,test,f,1128
pt,bosque,test,b,1119
pt,bosque,test,.,1052
pt,bosque,test,ʷ,998
pt,bosque,test,ɡ,992
pt,bosque,test,e,829
pt,bosque,test,ʁ,769
pt,bosque,test,ʒ,725
pt,bosque,test,-,448
pt,bosque,test,»,304
pt,bosque,test,«,303
pt,bosque,test,ɔ,213
pt,bosque,test,1,184
pt,bosque,test,õ,176
pt,bosque,test,0,129
pt,bosque,test,(,115
pt,bosque,test,),114
pt,bosque,test,2,112
pt,bosque,test,9,109
pt,bosque,test,́,79
pt,bosque,test,3,76
pt,bosque,test,5,75
pt,bosque,test,4,68
pt,bosque,test,:,65
pt,bosque,test,8,61
pt,bosque,test,6,50
pt,bosque,test,?,41
pt,bosque,test,7,39
pt,bosque,test,%,34
pt,bosque,test,$,26
pt,bosque,test,ũ,22
pt,bosque,test,',17
pt,bosque,test,/,16
pt,bosque,test,ẃ,12
pt,bosque,test,;,12
pt,bosque,test,º,10
pt,bosque,test,ẽ,7
pt,bosque,test,pf,7
pt,bosque,test,ª,6
pt,bosque,test,[,6
pt,bosque,test,],6
pt,bosque,test,dʒ,5
pt,bosque,test,!,4
pt,bosque,test,&,4
pt,bosque,test,bv,3
pt,bosque,test,ts,3
pt,bosque,test,ĩ,3
pt,bosque,test,ò,1
pt,bosque,train,ɐ,85325
pt,bosque,train,ɛ,74938
pt,bosque,train,o,65219
pt,bosque,train,s,44195
pt,bosque,train,ɾ,40725
pt,bosque,train,i,39027
pt,bosque,train,d,36033
pt,bosque,train,n,35727
pt,bosque,train,t,32632
pt,bosque,train,m,27973
pt,bosque,train,k,26132
pt,bosque,train,p,19750
pt,bosque,train,l,19120
pt,bosque,train,u,16040
pt,bosque,train,ʃ,12841
pt,bosque,train,̃,12089
pt,bosque,train,w,12028
pt,bosque,train,",",10472
pt,bosque,train,z,9768
pt,bosque,train,v,8951
pt,bosque,train,j,8413
pt,bosque,train,a,7441
pt,bosque,train,f,7237
pt,bosque,train,b,6819
pt,bosque,train,.,6287
pt,bosque,train,ɡ,6286
pt,bosque,train,ʷ,5850
pt,bosque,train,e,5211
pt,bosque,train,ʁ,5040
pt,bosque,train,ʒ,4407
pt,bosque,train,-,2655
pt,bosque,train,«,1778
pt,bosque,train,»,1774
pt,bosque,train,ɔ,1455
pt,bosque,train,õ,1228
pt,bosque,train,1,1087
pt,bosque,train,0,969
pt,bosque,train,(,807
pt,bosque,train,),807
pt,bosque,train,2,742
pt,bosque,train,9,689
pt,bosque,train,3,552
pt,bosque,train,5,515
pt,bosque,train,4,446
pt,bosque,train,́,437
pt,bosque,train,:,379
pt,bosque,train,8,369
pt,bosque,train,6,336
pt,bosque,train,7,315
pt,bosque,train,$,169
pt,bosque,train,?,159
pt,bosque,train,%,151
pt,bosque,train,',150
pt,bosque,train,ũ,146
pt,bosque,train,!,104
pt,bosque,train,;,93
pt,bosque,train,/,77
pt,bosque,train,ẃ,75
pt,bosque,train,º,67
pt,bosque,train,ts,66
pt,bosque,train,ẽ,35
pt,bosque,train,ª,29
pt,bosque,train,pf,24
pt,bosque,train,dʒ,19
pt,bosque,train,[,19
pt,bosque,train,],19
pt,bosque,train,ĩ,18
pt,bosque,train,bv,17
pt,bosque,train,&,16
pt,bosque,train,*,7
pt,bosque,train,̀,6
pt,bosque,train,ñ,5
pt,bosque,train,dz,2
pt,bosque,train,ü,2
pt,bosque,train,+,1
pt,bosque,train,ĵ,1
pt,bosque,train,̈,1
pt,bosque,train,ö,1
pt,cintil,dev,ɐ,24738
pt,cintil,dev,ɛ,21308
pt,cintil,dev,o,17664
pt,cintil,dev,s,13687
pt,cintil,dev,ɾ,11509
pt,cintil,dev,i,11445
pt,cintil,dev,n,10475
pt,cintil,dev,d,9920
pt,cintil,dev,t,9872
pt,cintil,dev,m,8534
pt,cintil,dev,k,7174
pt,cintil,dev,l,5363
pt,cintil,dev,p,5153
pt,cintil,dev,u,4941
pt,cintil,dev,̃,4217
pt,cintil,dev,ʃ,4127
pt,cintil,dev,w,4069
pt,cintil,dev,.,3409
pt,cintil,dev,z,2803
pt,cintil,dev,v,2695
pt,cintil,dev,j,2440
pt,cintil,dev,f,2195
pt,cintil,dev,a,2106
pt,cintil,dev,b,1982
pt,cintil,dev,",",1788
pt,cintil,dev,ɡ,1786
pt,cintil,dev,e,1650
pt,cintil,dev,ʁ,1414
pt,cintil,dev,ʷ,1223
pt,cintil,dev,ʒ,1177
pt,cintil,dev,',525
pt,cintil,dev,ɔ,505
pt,cintil,dev,õ,435
pt,cintil,dev,-,367
pt,cintil,dev,0,327
pt,cintil,dev,1,212
pt,cintil,dev,5,167
pt,cintil,dev,2,145
pt,cintil,dev,́,136
pt,cintil,dev,3,106
pt,cintil,dev,:,96
pt,cintil,dev,4,93
pt,cintil,dev,7,89
pt,cintil,dev,6,78
pt,cintil,dev,8,74
pt,cintil,dev,"""",70
pt,cintil,dev,9,60
pt,cintil,dev,ũ,60
pt,cintil,dev,?,50
pt,cintil,dev,%,32
pt,cintil,dev,ts,25
pt,cintil,dev,ẃ,18
pt,cintil,dev,!,17
pt,cintil,dev,ẽ,15
pt,cintil,dev,dʒ,12
pt,cintil,dev,bv,7
pt,cintil,dev,ĩ,6
pt,cintil,dev,&,6
pt,cintil,dev,;,4
pt,cintil,dev,/,3
pt,cintil,dev,̀,2
pt,cintil,dev,ª,1
pt,cintil,dev,dz,1
pt,cintil,test,ɐ,42197
pt,cintil,test,ɛ,37127
pt,cintil,test,o,30884
pt,cintil,test,s,22540
pt,cintil,test,ɾ,19967
pt,cintil,test,i,19593
pt,cintil,test,d,17677
pt,cintil,test,n,17349
pt,cintil,test,t,16323
pt,cintil,test,m,13648
pt,cintil,test,k,12883
pt,cintil,test,p,9624
pt,cintil,test,l,8889
pt,cintil,test,u,7990
pt,cintil,test,ʃ,6681
pt,cintil,test,̃,6652
pt,cintil,test,w,6319
pt,cintil,test,z,4892
pt,cintil,test,",",4583
pt,cintil,test,v,4383
pt,cintil,test,j,4145
pt,cintil,test,.,3595
pt,cintil,test,a,3510
pt,cintil,test,f,3481
pt,cintil,test,b,3165
pt,cintil,test,ɡ,2935
pt,cintil,test,ʷ,2868
pt,cintil,test,e,2563
pt,cintil,test,ʁ,2374
pt,cintil,test,ʒ,2143
pt,cintil,test,',1581
pt,cintil,test,-,1047
pt,cintil,test,ɔ,823
pt,cintil,test,õ,730
pt,cintil,test,1,377
pt,cintil,test,0,339
pt,cintil,test,9,278
pt,cintil,test,́,242
pt,cintil,test,5,218
pt,cintil,test,(,190
pt,cintil,test,),190
pt,cintil,test,:,186
pt,cintil,test,2,181
pt,cintil,test,7,135
pt,cintil,test,4,133
pt,cintil,test,3,130
pt,cintil,test,6,124
pt,cintil,test,8,105
pt,cintil,test,?,103
pt,cintil,test,ũ,79
pt,cintil,test,ts,27
pt,cintil,test,ẃ,23
pt,cintil,test,;,20
pt,cintil,test,%,16
pt,cintil,test,/,16
pt,cintil,test,ẽ,16
pt,cintil,test,dz,16
pt,cintil,test,bv,13
pt,cintil,test,!,13
pt,cintil,test,[,13
pt,cintil,test,],13
pt,cintil,test,ĩ,12
pt,cintil,test,dʒ,8
pt,cintil,test,pf,3
pt,cintil,test,̀,2
pt,cintil,test,&,2
pt,cintil,test,º,1
pt,cintil,test,ã,1
pt,cintil,train,ɐ,178279
pt,cintil,train,ɛ,145720
pt,cintil,train,o,133832
pt,cintil,train,s,90465
pt,cintil,train,i,80849
pt,cintil,train,ɾ,78722
pt,cintil,train,n,73749
pt,cintil,train,t,69207
pt,cintil,train,d,68690
pt,cintil,train,m,59708
pt,cintil,train,k,49843
pt,cintil,train,l,39520
pt,cintil,train,p,38450
pt,cintil,train,u,35426
pt,cintil,train,̃,29480
pt,cintil,train,w,29354
pt,cintil,train,ʃ,27997
pt,cintil,train,.,21083
pt,cintil,train,z,19949
pt,cintil,train,v,19210
pt,cintil,train,j,16782
pt,cintil,train,a,15969
pt,cintil,train,f,15540
pt,cintil,train,b,14562
pt,cintil,train,ɡ,14262
pt,cintil,train,",",14184
pt,cintil,train,e,13256
pt,cintil,train,ʁ,11369
pt,cintil,train,ʒ,9785
pt,cintil,train,ʷ,8962
pt,cintil,train,',8557
pt,cintil,train,ɔ,3529
pt,cintil,train,-,2878
pt,cintil,train,õ,2344
pt,cintil,train,0,1018
pt,cintil,train,́,984
pt,cintil,train,1,825
pt,cintil,train,:,824
pt,cintil,train,?,588
pt,cintil,train,2,575
pt,cintil,train,5,498
pt,cintil,train,3,410
pt,cintil,train,4,347
pt,cintil,train,ũ,324
pt,cintil,train,9,320
pt,cintil,train,6,287
pt,cintil,train,7,286
pt,cintil,train,8,280
pt,cintil,train,!,247
pt,cintil,train,"""",154
pt,cintil,train,ẃ,136
pt,cintil,train,ts,115
pt,cintil,train,ẽ,68
pt,cintil,train,bv,63
pt,cintil,train,dʒ,63
pt,cintil,train,/,50
pt,cintil,train,º,50
pt,cintil,train,ĩ,50
pt,cintil,train,;,34
pt,cintil,train,ª,25
pt,cintil,train,*,21
pt,cintil,train,pf,19
pt,cintil,train,̈,16
pt,cintil,train,̀,15
pt,cintil,train,dz,14
pt,cintil,train,ü,11
pt,cintil,train,ñ,5
pt,cintil,train,ö,5
pt,cintil,train,%,4
pt,cintil,train,tʃ,4
pt,cintil,train,´,2
pt,cintil,train,&,1
pt,cintil,train,ĵ,1
pt,cintil,train,î,1
pt,cintil,train,̊,1
pt,dantestocks,dev,ɐ,4087
pt,dantestocks,dev,ɛ,3744
pt,dantestocks,dev,o,2921
pt,dantestocks,dev,t,2432
pt,dantestocks,dev,ɾ,2057
pt,dantestocks,dev,s,1915
pt,dantestocks,dev,i,1914
pt,dantestocks,dev,k,1690
pt,dantestocks,dev,d,1627
pt,dantestocks,dev,n,1573
pt,dantestocks,dev,p,1438
pt,dantestocks,dev,m,1435
pt,dantestocks,dev,l,1210
pt,dantestocks,dev,.,860
pt,dantestocks,dev,b,824
pt,dantestocks,dev,/,792
pt,dantestocks,dev,u,773
pt,dantestocks,dev,v,705
pt,dantestocks,dev,3,659
pt,dantestocks,dev,",",645
pt,dantestocks,dev,w,610
pt,dantestocks,dev,j,576
pt,dantestocks,dev,1,569
pt,dantestocks,dev,ʁ,565
pt,dantestocks,dev,f,537
pt,dantestocks,dev,ʃ,531
pt,dantestocks,dev,4,520
pt,dantestocks,dev,̃,513
pt,dantestocks,dev,z,507
pt,dantestocks,dev,ɡ,478
pt,dantestocks,dev,:,438
pt,dantestocks,dev,a,407
pt,dantestocks,dev,0,366
pt,dantestocks,dev,#,339
pt,dantestocks,dev,2,320
pt,dantestocks,dev,5,297
pt,dantestocks,dev,-,289
pt,dantestocks,dev,ʒ,271
pt,dantestocks,dev,6,188
pt,dantestocks,dev,7,183
pt,dantestocks,dev,@,170
pt,dantestocks,dev,e,163
pt,dantestocks,dev,ʷ,160
pt,dantestocks,dev,!,157
pt,dantestocks,dev,8,152
pt,dantestocks,dev,$,146
pt,dantestocks,dev,9,137
pt,dantestocks,dev,%,120
pt,dantestocks,dev,),114
pt,dantestocks,dev,(,100
pt,dantestocks,dev,õ,95
pt,dantestocks,dev,?,73
pt,dantestocks,dev,',49
pt,dantestocks,dev,_,44
pt,dantestocks,dev,ɔ,44
pt,dantestocks,dev,…,39
pt,dantestocks,dev,+,35
pt,dantestocks,dev,́,20
pt,dantestocks,dev,|,17
pt,dantestocks,dev,bv,13
pt,dantestocks,dev,pf,12
pt,dantestocks,dev,ts,12
pt,dantestocks,dev,↑,8
pt,dantestocks,dev,=,6
pt,dantestocks,dev,~,5
pt,dantestocks,dev,[,5
pt,dantestocks,dev,],5
pt,dantestocks,dev,–,4
pt,dantestocks,dev,ñ,4
pt,dantestocks,dev,*,3
pt,dantestocks,dev,ẃ,3
pt,dantestocks,dev,&,3
pt,dantestocks,dev,º,3
pt,dantestocks,dev,“,2
pt,dantestocks,dev,”,2
pt,dantestocks,dev,‘,2
pt,dantestocks,dev,’,2
pt,dantestocks,dev,dʒ,2
pt,dantestocks,dev,>,1
pt,dantestocks,dev,`,1
pt,dantestocks,test,ɐ,4175
pt,dantestocks,test,ɛ,3643
pt,dantestocks,test,o,3050
pt,dantestocks,test,t,2424
pt,dantestocks,test,ɾ,2081
pt,dantestocks,test,s,1988
pt,dantestocks,test,i,1865
pt,dantestocks,test,k,1765
pt,dantestocks,test,n,1647
pt,dantestocks,test,d,1542
pt,dantestocks,test,p,1478
pt,dantestocks,test,m,1389
pt,dantestocks,test,l,1156
pt,dantestocks,test,.,903
pt,dantestocks,test,b,810
pt,dantestocks,test,/,753
pt,dantestocks,test,3,749
pt,dantestocks,test,u,748
pt,dantestocks,test,v,718
pt,dantestocks,test,",",690
pt,dantestocks,test,1,604
pt,dantestocks,test,w,594
pt,dantestocks,test,4,568
pt,dantestocks,test,ʁ,550
pt,dantestocks,test,ʃ,534
pt,dantestocks,test,z,530
pt,dantestocks,test,f,520
pt,dantestocks,test,j,513
pt,dantestocks,test,̃,492
pt,dantestocks,test,ɡ,487
pt,dantestocks,test,:,471
pt,dantestocks,test,2,398
pt,dantestocks,test,0,382
pt,dantestocks,test,a,366
pt,dantestocks,test,#,320
pt,dantestocks,test,5,318
pt,dantestocks,test,-,311
pt,dantestocks,test,ʒ,288
pt,dantestocks,test,6,251
pt,dantestocks,test,7,215
pt,dantestocks,test,e,179
pt,dantestocks,test,9,169
pt,dantestocks,test,8,169
pt,dantestocks,test,@,163
pt,dantestocks,test,ʷ,157
pt,dantestocks,test,!,142
pt,dantestocks,test,$,140
pt,dantestocks,test,%,135
pt,dantestocks,test,õ,106
pt,dantestocks,test,),102
pt,dantestocks,test,(,96
pt,dantestocks,test,?,68
pt,dantestocks,test,ɔ,37
pt,dantestocks,test,+,36
pt,dantestocks,test,_,36
pt,dantestocks,test,|,31
pt,dantestocks,test,…,24
pt,dantestocks,test,pf,16
pt,dantestocks,test,ts,14
pt,dantestocks,test,',13
pt,dantestocks,test,́,11
pt,dantestocks,test,bv,9
pt,dantestocks,test,>,8
pt,dantestocks,test,º,7
pt,dantestocks,test,=,7
pt,dantestocks,test,ẃ,7
pt,dantestocks,test,[,6
pt,dantestocks,test,],6
pt,dantestocks,test,ũ,5
pt,dantestocks,test,–,5
pt,dantestocks,test,dʒ,4
pt,dantestocks,test,ª,4
pt,dantestocks,test,&,3
pt,dantestocks,test,~,3
pt,dantestocks,test,“,3
pt,dantestocks,test,*,3
pt,dantestocks,test,”,2
pt,dantestocks,test,tʃ,1
pt,dantestocks,test,dz,1
pt,dantestocks,train,ɐ,24498
pt,dantestocks,train,ɛ,21965
pt,dantestocks,train,o,18012
pt,dantestocks,train,t,14569
pt,dantestocks,train,ɾ,12640
pt,dantestocks,train,s,11798
pt,dantestocks,train,i,11384
pt,dantestocks,train,k,10639
pt,dantestocks,train,n,9909
pt,dantestocks,train,d,9592
pt,dantestocks,train,p,8685
pt,dantestocks,train,m,8506
pt,dantestocks,train,l,7135
pt,dantestocks,train,.,5447
pt,dantestocks,train,b,4731
pt,dantestocks,train,/,4723
pt,dantestocks,train,v,4508
pt,dantestocks,train,u,4447
pt,dantestocks,train,3,4417
pt,dantestocks,train,",",4178
pt,dantestocks,train,1,3737
pt,dantestocks,train,j,3488
pt,dantestocks,train,w,3406
pt,dantestocks,train,ʁ,3267
pt,dantestocks,train,4,3163
pt,dantestocks,train,f,3080
pt,dantestocks,train,ʃ,2991
pt,dantestocks,train,z,2975
pt,dantestocks,train,̃,2876
pt,dantestocks,train,ɡ,2827
pt,dantestocks,train,:,2665
pt,dantestocks,train,a,2356
pt,dantestocks,train,0,2318
pt,dantestocks,train,2,2295
pt,dantestocks,train,5,2009
pt,dantestocks,train,-,1965
pt,dantestocks,train,#,1845
pt,dantestocks,train,ʒ,1670
pt,dantestocks,train,6,1247
pt,dantestocks,train,7,1180
pt,dantestocks,train,e,1045
pt,dantestocks,train,8,1020
pt,dantestocks,train,ʷ,1002
pt,dantestocks,train,9,1001
pt,dantestocks,train,@,924
pt,dantestocks,train,$,923
pt,dantestocks,train,%,800
pt,dantestocks,train,!,756
pt,dantestocks,train,),693
pt,dantestocks,train,(,657
pt,dantestocks,train,õ,627
pt,dantestocks,train,?,381
pt,dantestocks,train,ɔ,293
pt,dantestocks,train,_,249
pt,dantestocks,train,',218
pt,dantestocks,train,+,195
pt,dantestocks,train,|,186
pt,dantestocks,train,…,180
pt,dantestocks,train,pf,98
pt,dantestocks,train,bv,87
pt,dantestocks,train,ts,87
pt,dantestocks,train,́,84
pt,dantestocks,train,=,60
pt,dantestocks,train,º,40
pt,dantestocks,train,>,31
pt,dantestocks,train,ẃ,29
pt,dantestocks,train,&,27
pt,dantestocks,train,ñ,23
pt,dantestocks,train,–,22
pt,dantestocks,train,[,22
pt,dantestocks,train,],22
pt,dantestocks,train,ũ,18
pt,dantestocks,train,dʒ,18
pt,dantestocks,train,“,17
pt,dantestocks,train,”,15
pt,dantestocks,train,*,14
pt,dantestocks,train,dz,10
pt,dantestocks,train,↑,8
pt,dantestocks,train,´,7
pt,dantestocks,train,🔥,6
pt,dantestocks,train,ª,5
pt,dantestocks,train,\,5
pt,dantestocks,train,tʃ,3
pt,dantestocks,train,°,3
pt,dantestocks,train,’,3
pt,dantestocks,train,<,2
pt,dantestocks,train,¨,2
pt,dantestocks,train,‘,2
pt,dantestocks,train,•,2
pt,dantestocks,train,~,2
pt,dantestocks,train,³,1
pt,dantestocks,train,😡,1
pt,dantestocks,train,ö,1
pt,dantestocks,train,`,1
pt,dantestocks,train,ẽ,1
pt,dantestocks,train,ĩ,1
pt,gsd,dev,ɐ,15882
pt,gsd,dev,ɛ,13687
pt,gsd,dev,o,12392
pt,gsd,dev,s,7883
pt,gsd,dev,ɾ,7571
pt,gsd,dev,i,7318
pt,gsd,dev,d,6944
pt,gsd,dev,n,6538
pt,gsd,dev,t,5939
pt,gsd,dev,m,5055
pt,gsd,dev,k,4653
pt,gsd,dev,p,3750
pt,gsd,dev,l,3580
pt,gsd,dev,u,2821
pt,gsd,dev,ʃ,2307
pt,gsd,dev,w,2257
pt,gsd,dev,̃,2156
pt,gsd,dev,",",1889
pt,gsd,dev,z,1862
pt,gsd,dev,v,1669
pt,gsd,dev,j,1513
pt,gsd,dev,f,1401
pt,gsd,dev,b,1353
pt,gsd,dev,a,1335
pt,gsd,dev,.,1200
pt,gsd,dev,ɡ,1181
pt,gsd,dev,ʁ,930
pt,gsd,dev,e,926
pt,gsd,dev,ʷ,914
pt,gsd,dev,ʒ,780
pt,gsd,dev,-,380
pt,gsd,dev,1,367
pt,gsd,dev,0,367
pt,gsd,dev,2,295
pt,gsd,dev,"""",292
pt,gsd,dev,ɔ,232
pt,gsd,dev,),221
pt,gsd,dev,(,217
pt,gsd,dev,õ,210
pt,gsd,dev,3,138
pt,gsd,dev,4,132
pt,gsd,dev,5,118
pt,gsd,dev,9,105
pt,gsd,dev,8,100
pt,gsd,dev,́,100
pt,gsd,dev,6,98
pt,gsd,dev,7,80
pt,gsd,dev,%,55
pt,gsd,dev,$,44
pt,gsd,dev,:,42
pt,gsd,dev,/,34
pt,gsd,dev,',31
pt,gsd,dev,ẃ,27
pt,gsd,dev,º,22
pt,gsd,dev,ũ,20
pt,gsd,dev,?,18
pt,gsd,dev,;,13
pt,gsd,dev,ª,12
pt,gsd,dev,!,11
pt,gsd,dev,ts,8
pt,gsd,dev,[,7
pt,gsd,dev,],7
pt,gsd,dev,²,6
pt,gsd,dev,ẽ,5
pt,gsd,dev,&,5
pt,gsd,dev,ĩ,4
pt,gsd,dev,°,3
pt,gsd,dev,dʒ,2
pt,gsd,dev,̈,2
pt,gsd,dev,pf,2
pt,gsd,dev,_,2
pt,gsd,dev,@,2
pt,gsd,dev,а,2
pt,gsd,dev,к,2
pt,gsd,dev,̌,1
pt,gsd,dev,ñ,1
pt,gsd,dev,ś,1
pt,gsd,dev,̨,1
pt,gsd,dev,bv,1
pt,gsd,dev,®,1
pt,gsd,dev,т,1
pt,gsd,dev,ю,1
pt,gsd,dev,б,1
pt,gsd,dev,и,1
pt,gsd,dev,н,1
pt,gsd,dev,с,1
pt,gsd,dev,я,1
pt,gsd,dev,ㄱ,1
pt,gsd,dev,ㅡ,1
pt,gsd,dev,ㅁ,1
pt,gsd,dev,ㅅ,1
pt,gsd,dev,ㅓ,1
pt,gsd,dev,ㅇ,1
pt,gsd,test,ɐ,15753
pt,gsd,test,ɛ,13477
pt,gsd,test,o,11887
pt,gsd,test,s,7580
pt,gsd,test,ɾ,7352
pt,gsd,test,i,7305
pt,gsd,test,d,6956
pt,gsd,test,n,6585
pt,gsd,test,t,5727
pt,gsd,test,m,5021
pt,gsd,test,k,4560
pt,gsd,test,l,3528
pt,gsd,test,p,3468
pt,gsd,test,u,2871
pt,gsd,test,w,2291
pt,gsd,test,ʃ,2205
pt,gsd,test,̃,2141
pt,gsd,test,",",1899
pt,gsd,test,z,1841
pt,gsd,test,v,1552
pt,gsd,test,j,1530
pt,gsd,test,f,1360
pt,gsd,test,b,1331
pt,gsd,test,a,1275
pt,gsd,test,.,1241
pt,gsd,test,ɡ,1192
pt,gsd,test,e,983
pt,gsd,test,ʷ,934
pt,gsd,test,ʁ,883
pt,gsd,test,ʒ,780
pt,gsd,test,-,396
pt,gsd,test,1,366
pt,gsd,test,0,305
pt,gsd,test,"""",294
pt,gsd,test,2,265
pt,gsd,test,ɔ,202
pt,gsd,test,õ,201
pt,gsd,test,(,176
pt,gsd,test,),175
pt,gsd,test,9,136
pt,gsd,test,3,136
pt,gsd,test,5,124
pt,gsd,test,4,107
pt,gsd,test,7,103
pt,gsd,test,́,95
pt,gsd,test,8,92
pt,gsd,test,6,84
pt,gsd,test,%,61
pt,gsd,test,:,46
pt,gsd,test,$,45
pt,gsd,test,/,37
pt,gsd,test,',24
pt,gsd,test,ũ,21
pt,gsd,test,ẃ,17
pt,gsd,test,?,15
pt,gsd,test,º,14
pt,gsd,test,_,13
pt,gsd,test,;,9
pt,gsd,test,ẽ,9
pt,gsd,test,+,9
pt,gsd,test,!,8
pt,gsd,test,ts,8
pt,gsd,test,ª,7
pt,gsd,test,²,6
pt,gsd,test,[,5
pt,gsd,test,],5
pt,gsd,test,^,5
pt,gsd,test,@,3
pt,gsd,test,bv,3
pt,gsd,test,&,3
pt,gsd,test,=,3
pt,gsd,test,\,3
pt,gsd,test,|,3
pt,gsd,test,°,2
pt,gsd,test,̈,2
pt,gsd,test,*,2
pt,gsd,test,ñ,2
pt,gsd,test,ü,1
pt,gsd,test,̀,1
pt,gsd,test,{,1
pt,gsd,test,},1
pt,gsd,test,ţ,1
pt,gsd,test,̆,1
pt,gsd,test,•,1
pt,gsd,test,tʃ,1
pt,gsd,train,ɐ,125966
pt,gsd,train,ɛ,109139
pt,gsd,train,o,97636
pt,gsd,train,s,61011
pt,gsd,train,ɾ,59922
pt,gsd,train,i,58792
pt,gsd,train,d,54782
pt,gsd,train,n,52673
pt,gsd,train,t,47798
pt,gsd,train,m,40661
pt,gsd,train,k,36508
pt,gsd,train,l,29516
pt,gsd,train,p,28997
pt,gsd,train,u,23431
pt,gsd,train,w,18629
pt,gsd,train,ʃ,17857
pt,gsd,train,̃,17198
pt,gsd,train,",",15784
pt,gsd,train,z,14655
pt,gsd,train,v,12798
pt,gsd,train,j,12456
pt,gsd,train,f,11333
pt,gsd,train,b,10671
pt,gsd,train,a,10567
pt,gsd,train,.,9789
pt,gsd,train,ɡ,9308
pt,gsd,train,e,7645
pt,gsd,train,ʷ,7289
pt,gsd,train,ʁ,6864
pt,gsd,train,ʒ,6629
pt,gsd,train,1,2945
pt,gsd,train,-,2904
pt,gsd,train,0,2712
pt,gsd,train,"""",2314
pt,gsd,train,2,2276
pt,gsd,train,ɔ,1816
pt,gsd,train,(,1685
pt,gsd,train,),1684
pt,gsd,train,õ,1645
pt,gsd,train,3,1088
pt,gsd,train,9,1028
pt,gsd,train,5,1005
pt,gsd,train,4,910
pt,gsd,train,8,854
pt,gsd,train,6,765
pt,gsd,train,7,647
pt,gsd,train,́,629
pt,gsd,train,%,483
pt,gsd,train,:,355
pt,gsd,train,$,318
pt,gsd,train,',266
pt,gsd,train,ẃ,186
pt,gsd,train,/,184
pt,gsd,train,ũ,181
pt,gsd,train,;,146
pt,gsd,train,?,100
pt,gsd,train,º,96
pt,gsd,train,ª,87
pt,gsd,train,ts,86
pt,gsd,train,!,62
pt,gsd,train,ẽ,58
pt,gsd,train,²,54
pt,gsd,train,dʒ,34
pt,gsd,train,pf,28
pt,gsd,train,&,27
pt,gsd,train,ĩ,25
pt,gsd,train,],23
pt,gsd,train,+,23
pt,gsd,train,[,22
pt,gsd,train,°,18
pt,gsd,train,̈,16
pt,gsd,train,=,12
pt,gsd,train,ñ,11
pt,gsd,train,@,11
pt,gsd,train,*,9
pt,gsd,train,bv,8
pt,gsd,train,ü,8
pt,gsd,train,\,7
pt,gsd,train,ö,6
pt,gsd,train,̀,6
pt,gsd,train,},6
pt,gsd,train,^,5
pt,gsd,train,{,5
pt,gsd,train,•,5
pt,gsd,train,е,4
pt,gsd,train,€,4
pt,gsd,train,λ,4
pt,gsd,train,ò,4
pt,gsd,train,³,4
pt,gsd,train,б,3
pt,gsd,train,_,3
pt,gsd,train,ō,3
pt,gsd,train,tʃ,3
pt,gsd,train,ا,3
pt,gsd,train,«,3
pt,gsd,train,к,2
pt,gsd,train,р,2
pt,gsd,train,и,2
pt,gsd,train,в,2
pt,gsd,train,#,2
pt,gsd,train,ω,2
pt,gsd,train,π,2
pt,gsd,train,̇,2
pt,gsd,train,|,2
pt,gsd,train,̄,2
pt,gsd,train,ر,2
pt,gsd,train,瑞,2
pt,gsd,train,~,2
pt,gsd,train,»,2
pt,gsd,train,̆,2
pt,gsd,train,у,1
pt,gsd,train,а,1
pt,gsd,train,н,1
pt,gsd,train,ч,1
pt,gsd,train,д,1
pt,gsd,train,ы,1
pt,gsd,train,dz,1
pt,gsd,train,δ,1
pt,gsd,train,→,1
pt,gsd,train,έ,1
pt,gsd,train,τ,1
pt,gsd,train,ρ,1
pt,gsd,train,ο,1
pt,gsd,train,ς,1
pt,gsd,train,☎,1
pt,gsd,train,§,1
pt,gsd,train,ï,1
pt,gsd,train,ø,1
pt,gsd,train,¹,1
pt,gsd,train,م,1
